Postal Code,Year,Month,Patient_Count
67549,2023,7,1
67549,2024,7,1
67550,2018,5,1
67550,2021,12,1
67551,2021,8,1
67574,2022,1,1
67575,2021,3,1
67577,2023,4,1
67577,2023,9,1
67578,2020,6,1
67578,2021,7,1
67578,2021,12,1
67583,2018,5,2
67583,2019,2,1
67583,2019,10,1
67583,2022,3,1
67583,2022,10,1
67583,2023,6,2
67585,2018,7,1
67585,2019,4,1
67585,2020,8,1
67585,2022,9,1
67585,2024,12,1
67586,2018,8,1
67586,2018,10,1
67586,2019,1,1
67586,2019,5,1
67586,2019,8,1
67586,2022,2,1
67586,2022,10,1
67586,2023,12,1
67586,2024,3,1
67587,2021,8,1
67592,2021,2,1
67592,2022,4,1
67592,2023,7,1
67593,2018,9,1
67593,2019,2,1
67593,2019,3,1
67593,2019,9,1
67593,2020,2,1
67593,2022,6,1
67595,2021,1,1
67596,2019,8,1
67596,2020,10,1
67596,2021,1,1
67596,2021,5,1
67596,2022,1,1
67596,2022,4,1
67596,2022,11,1
67596,2024,2,1
67599,2020,12,2
67724,2019,4,1
67724,2022,10,1
67744,2018,4,2
67746,2019,12,1
67806,2018,6,1
67806,2022,3,1
67806,2025,5,1
67808,2019,7,1
67808,2019,9,1
67808,2019,10,1
67808,2021,6,1
67808,2022,4,1
67808,2024,5,2
67816,2019,9,1
67819,2018,2,1
67819,2019,11,1
67819,2021,5,1
67819,2024,11,1
67821,2019,7,2
67822,2018,7,1
67822,2020,9,1
67822,2020,11,1
67822,2021,9,1
67822,2021,10,1
67823,2018,8,1
67823,2021,6,1
67823,2024,8,1
67824,2018,1,1
67824,2019,9,1
67824,2019,12,1
67824,2020,5,1
67824,2020,11,1
67829,2023,3,1
68309,2021,5,1
68519,2021,2,1
68623,2022,6,1
68647,2020,11,1
68723,2021,8,1
68775,2020,2,1
71126,2019,11,1
74336,2022,6,1
74931,2018,6,1
74931,2018,7,1
75015,2022,11,1
752 31,2023,2,1
76473,2022,5,1
76764,2019,1,1
76770,2022,6,1
76865,2024,5,1
77731,2021,8,1
81377,2020,11,1
83324,2018,11,1
84549,2025,2,1
86949,2021,6,1
86949,2021,7,1
88447,2019,3,1
89264,2019,11,1
89522,2023,12,1
90530,2021,11,1
9470,2020,10,1
95-100,2022,4,1
96622,2025,2,1
97199,2024,6,1
97788,2019,3,1
97791,2023,8,1
99097,2019,6,1
99099,2025,5,1
99438,2018,6,1
99734,2020,7,1
99999,2018,4,1
99999,2018,8,1
99999,2019,8,1
99999,2022,7,1
999999,2020,3,1
999999,2020,4,1
